stime,proto,sip,dip,uplink_length,downlink_length
2017-11-22 16:58:13,smtp,10.116.216.71,10.5.71.60,151,174
2017-11-22 16:58:26,smtp,10.116.216.71,10.5.71.60,102,281
2017-11-22 16:59:02,smtp,221.229.44.101,10.5.71.60,166,204
2017-11-22 16:59:12,smtp,122.247.85.76,10.5.71.60,179,290
2017-11-22 16:59:33,smtp,163.177.72.176,10.5.71.60,111,206
2017-11-22 17:01:07,smtp,10.116.216.71,10.5.71.60,198,286
2017-11-22 17:01:26,smtp,10.116.216.71,10.5.71.60,195,362
2017-11-22 17:02:18,smtp,10.64.105.198,10.5.71.60,149,318
2017-11-22 17:03:27,smtp,10.116.216.72,10.5.71.60,178,102
2017-11-22 17:04:00,smtp,10.116.216.72,10.5.71.60,107,395
2017-11-22 17:04:07,smtp,10.64.105.89,10.5.71.60,194,102
2017-11-22 17:04:17,smtp,10.116.216.71,10.5.71.60,179,394
2017-11-22 17:04:27,smtp,10.116.216.71,10.5.71.60,152,300
2017-11-22 17:04:27,smtp,163.177.72.176,10.5.71.60,174,106
2017-11-22 17:05:20,smtp,10.116.216.72,10.5.71.60,157,299
2017-11-22 17:05:41,smtp,10.116.216.71,10.5.71.60,124,141
2017-11-22 17:06:00,smtp,10.116.216.73,10.5.71.60,143,292
2017-11-22 17:06:04,smtp,10.116.216.72,10.5.71.60,123,163
2017-11-22 17:07:02,smtp,10.64.105.81,10.5.71.60,167,294
2017-11-22 17:07:04,smtp,222.185.184.72,10.5.71.60,147,383
2017-11-22 17:07:16,smtp,10.1.4.17,10.5.71.60,166,162
2017-11-22 17:08:39,smtp,10.116.216.71,10.5.71.60,169,164
2017-11-22 17:09:14,smtp,10.116.216.71,10.5.71.60,142,349
2017-11-22 17:09:19,smtp,10.116.216.71,10.5.71.60,135,224
2017-11-22 17:09:31,smtp,10.116.216.73,10.5.71.60,118,204
2017-11-22 17:09:35,smtp,10.116.216.72,10.5.71.60,122,181
2017-11-22 17:10:26,smtp,10.64.105.154,10.5.71.60,188,332
2017-11-22 17:10:49,smtp,10.116.216.71,10.5.71.60,121,279
2017-11-22 17:11:35,smtp,10.64.105.132,10.5.71.60,132,104
2017-11-22 17:11:37,smtp,125.112.226.59,10.5.71.60,132,178
2017-11-22 17:11:53,smtp,111.202.126.72,10.5.71.60,169,227
2017-11-22 17:12:09,smtp,10.116.216.71,10.5.71.60,131,358
2017-11-22 17:12:14,smtp,10.116.216.71,10.5.71.60,127,134
2017-11-22 17:13:10,smtp,10.64.105.54,10.5.71.60,153,298
2017-11-22 17:13:25,smtp,10.116.216.73,10.5.71.60,147,295
2017-11-22 17:13:32,smtp,10.64.106.43,10.5.71.60,189,148
2017-11-22 17:14:01,smtp,10.116.216.71,10.5.71.60,168,113
2017-11-22 17:14:28,smtp,10.116.216.71,10.5.71.60,110,115
2017-11-22 17:14:31,smtp,10.116.216.72,10.5.71.60,100,321
2017-11-22 17:14:51,smtp,10.64.105.27,10.5.71.60,161,265
2017-11-22 17:15:05,smtp,180.116.214.140,10.5.71.60,175,126
2017-11-22 17:16:45,smtp,10.64.105.104,10.5.71.60,125,107
2017-11-22 17:16:46,smtp,10.116.216.71,10.5.71.60,142,270
2017-11-22 17:16:57,smtp,10.116.216.72,10.5.71.60,144,171
2017-11-22 17:17:08,smtp,10.116.216.73,10.5.71.60,180,359
2017-11-22 17:17:22,smtp,10.116.216.72,10.5.71.60,119,343
2017-11-22 17:17:54,smtp,10.116.216.73,10.5.71.60,164,115
2017-11-22 17:17:54,smtp,10.64.105.74,10.5.71.60,102,265
2017-11-22 17:18:20,smtp,10.116.216.71,10.5.71.60,193,107
2017-11-22 17:18:41,smtp,10.116.216.73,10.5.71.60,166,188
2017-11-22 17:18:49,smtp,10.116.216.72,10.5.71.60,150,165
2017-11-22 17:19:14,smtp,10.116.216.71,10.5.71.60,142,281
2017-11-22 17:19:33,smtp,218.0.69.130,10.5.71.60,122,358
2017-11-22 17:19:41,smtp,10.116.216.72,10.5.71.60,192,247
2017-11-22 17:20:06,smtp,10.64.105.65,10.5.71.60,104,232
2017-11-22 17:20:46,smtp,111.202.126.72,10.5.71.60,144,199
2017-11-22 17:21:05,smtp,10.64.105.229,10.5.71.60,116,218
2017-11-22 17:21:10,smtp,10.116.216.73,10.5.71.60,183,218
2017-11-22 17:21:27,smtp,10.116.216.73,10.5.71.60,109,149
2017-11-22 17:21:59,smtp,10.116.216.71,10.5.71.60,136,259
2017-11-22 17:22:05,smtp,10.116.216.71,10.5.71.60,110,339
2017-11-22 17:22:12,smtp,10.64.106.14,10.5.71.60,190,240
2017-11-22 17:23:07,smtp,10.116.216.73,10.5.71.60,115,260
2017-11-22 17:23:19,smtp,10.116.216.72,10.5.71.60,140,323
2017-11-22 17:23:37,smtp,10.64.105.215,10.5.71.60,133,121
2017-11-22 17:23:57,smtp,10.116.216.72,10.5.71.60,100,399
2017-11-22 17:24:44,smtp,10.116.216.71,10.5.71.60,162,133
2017-11-22 17:25:05,smtp,10.116.216.71,10.5.71.60,190,212
2017-11-22 17:25:14,smtp,10.116.216.71,10.5.71.60,164,121
2017-11-22 17:25:38,smtp,10.64.105.209,10.5.71.60,179,212
2017-11-22 17:26:15,smtp,10.64.105.140,10.5.71.60,176,286
2017-11-22 17:28:34,smtp,10.116.216.72,10.5.71.60,105,136
2017-11-22 17:28:37,smtp,10.64.105.76,10.5.71.60,176,187
2017-11-22 17:30:32,smtp,118.192.64.194,10.5.71.60,167,379
2017-11-22 17:31:01,smtp,10.116.216.71,10.5.71.60,112,380
2017-11-22 17:32:03,smtp,10.116.216.71,10.5.71.60,103,208
2017-11-22 17:32:06,smtp,118.192.64.194,10.5.71.60,103,270
2017-11-22 17:33:35,smtp,10.116.216.71,10.5.71.60,133,199
2017-11-22 17:36:09,smtp,10.116.216.72,10.5.71.60,121,322
2017-11-22 17:36:20,smtp,10.116.216.71,10.5.71.60,160,264
2017-11-22 17:36:40,smtp,10.116.216.71,10.5.71.60,151,168
2017-11-22 17:37:00,smtp,10.116.216.71,10.5.71.60,168,382
2017-11-22 17:37:02,smtp,10.116.216.72,10.5.71.60,118,361
2017-11-22 17:37:15,smtp,10.116.216.71,10.5.71.60,102,355
2017-11-22 17:37:49,smtp,10.116.216.71,10.5.71.60,185,278
2017-11-22 17:38:22,smtp,10.116.216.72,10.5.71.60,142,219
2017-11-22 17:39:08,smtp,10.116.216.73,10.5.71.60,156,322
2017-11-22 17:39:40,smtp,10.116.216.72,10.5.71.60,158,254
2017-11-22 17:40:00,smtp,10.116.216.71,10.5.71.60,142,206
2017-11-22 17:40:11,smtp,10.64.105.244,10.5.71.60,147,319
2017-11-22 17:40:29,smtp,10.116.216.71,10.5.71.60,149,355
2017-11-22 17:41:13,smtp,10.116.216.71,10.5.71.60,159,191
2017-11-22 17:41:22,smtp,10.116.216.71,10.5.71.60,172,116
2017-11-22 17:41:53,smtp,10.64.105.43,10.5.71.60,141,186
2017-11-22 17:42:12,smtp,10.64.105.217,10.5.71.60,123,308
2017-11-22 17:42:16,smtp,10.116.216.71,10.5.71.60,153,229
2017-11-22 17:42:29,smtp,10.116.216.72,10.5.71.60,104,305
2017-11-22 17:42:45,smtp,10.116.216.71,10.5.71.60,171,156
2017-11-22 17:42:45,smtp,10.116.216.71,10.5.71.60,117,100
2017-11-22 17:44:16,smtp,10.64.106.6,10.5.71.60,156,160
2017-11-22 17:44:25,smtp,10.116.216.71,10.5.71.60,136,264
2017-11-22 17:45:28,smtp,10.116.216.71,10.5.71.60,168,379
2017-11-22 17:45:31,smtp,10.116.216.71,10.5.71.60,150,123
2017-11-22 17:45:41,smtp,10.64.106.18,10.5.71.60,191,235
2017-11-22 17:46:03,smtp,10.64.105.16,10.5.71.60,135,377
2017-11-22 17:46:05,smtp,10.116.216.71,10.5.71.60,132,357
2017-11-22 17:46:52,smtp,10.116.216.71,10.5.71.60,144,295
2017-11-22 17:47:05,smtp,10.64.105.85,10.5.71.60,116,247
2017-11-22 17:47:44,smtp,10.116.216.72,10.5.71.60,146,305
2017-11-22 17:49:25,smtp,10.116.216.71,10.5.71.60,164,382
2017-11-22 17:49:37,smtp,10.116.216.71,10.5.71.60,182,339
2017-11-22 17:49:39,smtp,10.116.216.71,10.5.71.60,142,387
2017-11-22 17:49:51,smtp,10.116.216.73,10.5.71.60,167,127
2017-11-22 17:49:54,smtp,10.116.216.72,10.5.71.60,192,198
2017-11-22 17:50:43,smtp,10.116.216.71,10.5.71.60,116,253
2017-11-22 17:50:45,smtp,10.116.216.71,10.5.71.60,182,135
2017-11-22 17:50:51,smtp,14.17.32.47,10.5.71.60,144,109
2017-11-22 17:50:51,smtp,10.116.216.72,10.5.71.60,146,108
2017-11-22 17:50:54,smtp,10.64.105.46,10.5.71.60,182,120
2017-11-22 17:50:56,smtp,10.64.106.5,10.5.71.60,152,296
2017-11-22 17:51:49,smtp,10.116.216.71,10.5.71.60,196,298
2017-11-22 17:51:59,smtp,10.116.216.71,10.5.71.60,186,188
2017-11-22 17:53:28,smtp,10.116.216.71,10.5.71.60,195,394
2017-11-22 17:53:43,smtp,10.116.216.71,10.5.71.60,172,124
2017-11-22 17:53:50,smtp,10.64.106.12,10.5.71.60,120,123
2017-11-22 17:53:54,smtp,10.116.216.71,10.5.71.60,173,394
2017-11-22 17:54:16,smtp,10.116.216.72,10.5.71.60,103,171
2017-11-22 17:54:58,smtp,10.116.216.71,10.5.71.60,126,141
2017-11-22 17:55:03,smtp,10.116.216.73,10.5.71.60,151,259
2017-11-22 17:55:31,smtp,10.116.216.72,10.5.71.60,126,374
2017-11-22 17:55:40,smtp,10.116.216.72,10.5.71.60,174,377
2017-11-22 17:55:43,smtp,163.177.72.176,10.5.71.60,125,206
2017-11-22 17:56:02,smtp,10.116.216.71,10.5.71.60,156,244
2017-11-22 17:56:19,smtp,118.192.64.194,10.5.71.60,138,195
2017-11-22 17:56:20,smtp,10.116.216.71,10.5.71.60,158,273
2017-11-22 17:56:33,smtp,10.116.216.71,10.5.71.60,184,189
2017-11-22 17:57:34,smtp,10.116.216.71,10.5.71.60,140,328
2017-11-22 17:57:34,smtp,10.116.216.72,10.5.71.60,162,369
2017-11-22 17:57:37,smtp,10.116.216.71,10.5.71.60,155,182
2017-11-22 17:58:07,smtp,10.116.216.72,10.5.71.60,163,335
2017-11-22 17:58:26,smtp,10.116.216.71,10.5.71.60,198,158
2017-11-22 17:58:29,smtp,218.0.69.130,10.5.71.60,187,183
2017-11-22 17:58:38,smtp,10.116.216.71,10.5.71.60,175,128
2017-11-22 17:58:50,smtp,10.116.216.71,10.5.71.60,137,387
2017-11-22 17:58:56,smtp,10.116.216.72,10.5.71.60,183,122
2017-11-22 17:59:16,smtp,10.116.216.72,10.5.71.60,167,228
2017-11-22 17:59:25,smtp,10.116.216.72,10.5.71.60,170,306
2017-11-22 17:59:47,smtp,10.116.216.71,10.5.71.60,187,135
2017-11-22 18:00:00,smtp,10.1.4.17,10.5.71.60,168,163
2017-11-22 18:00:31,smtp,10.116.216.71,10.5.71.60,175,215
2017-11-22 18:01:16,smtp,10.116.216.72,10.5.71.60,172,299
2017-11-22 18:03:16,smtp,10.64.105.82,10.5.71.60,136,299
2017-11-22 18:03:31,smtp,10.116.216.71,10.5.71.60,155,348
2017-11-22 18:03:54,smtp,10.64.105.234,10.5.71.60,104,294
2017-11-22 18:04:19,smtp,222.185.184.72,10.5.71.60,160,303
2017-11-22 18:05:03,smtp,10.64.106.32,10.5.71.60,167,166
2017-11-22 18:05:06,smtp,10.116.216.71,10.5.71.60,183,317
2017-11-22 18:05:33,smtp,10.116.216.72,10.5.71.60,123,127
2017-11-22 18:05:37,smtp,10.116.216.71,10.5.71.60,115,292
2017-11-22 18:05:53,smtp,10.116.216.71,10.5.71.60,106,271
2017-11-22 18:06:19,smtp,10.116.216.71,10.5.71.60,158,288
2017-11-22 18:06:25,smtp,14.17.32.47,10.5.71.60,115,244
2017-11-22 18:06:36,smtp,60.182.73.177,10.5.71.60,198,328
2017-11-22 18:06:43,smtp,10.64.105.33,10.5.71.60,117,384
2017-11-22 18:07:32,smtp,10.116.216.72,10.5.71.60,189,195
2017-11-22 18:07:43,smtp,10.116.216.71,10.5.71.60,122,350
2017-11-22 18:08:07,smtp,10.64.105.247,10.5.71.60,127,260
2017-11-22 18:08:41,smtp,60.182.126.242,10.5.71.60,106,323
2017-11-22 18:08:45,smtp,10.116.216.71,10.5.71.60,126,239
2017-11-22 18:09:33,smtp,10.116.216.72,10.5.71.60,101,198
2017-11-22 18:10:41,smtp,10.116.216.71,10.5.71.60,138,196
2017-11-22 18:10:41,smtp,10.116.216.71,10.5.71.60,170,200
2017-11-22 18:10:43,smtp,10.116.216.71,10.5.71.60,149,324
2017-11-22 18:11:13,smtp,10.116.216.71,10.5.71.60,150,372
2017-11-22 18:11:35,smtp,10.116.216.71,10.5.71.60,141,172
2017-11-22 18:12:46,smtp,10.116.216.73,10.5.71.60,141,339
2017-11-22 18:13:34,smtp,10.116.216.72,10.5.71.60,104,290
2017-11-22 18:14:01,smtp,10.64.105.219,10.5.71.60,115,240
2017-11-22 18:14:15,smtp,10.116.216.72,10.5.71.60,161,208
2017-11-22 18:15:39,smtp,10.116.216.72,10.5.71.60,151,249
2017-11-22 18:16:04,smtp,10.116.216.73,10.5.71.60,173,390
2017-11-22 18:16:45,smtp,10.116.216.72,10.5.71.60,186,129
2017-11-22 18:16:59,smtp,10.116.216.71,10.5.71.60,161,265
2017-11-22 18:17:20,smtp,10.64.106.10,10.5.71.60,116,158
2017-11-22 18:17:43,smtp,10.116.216.71,10.5.71.60,102,190
2017-11-22 18:19:18,smtp,163.177.72.176,10.5.71.60,174,150
2017-11-22 18:19:20,smtp,10.116.216.71,10.5.71.60,165,183
2017-11-22 18:19:24,smtp,10.64.106.43,10.5.71.60,154,238
2017-11-22 18:19:36,smtp,10.116.216.73,10.5.71.60,100,194
2017-11-22 18:20:45,smtp,115.213.99.80,10.5.71.60,154,293
2017-11-22 18:21:46,smtp,10.64.105.189,10.5.71.60,197,264
2017-11-22 18:21:53,smtp,10.116.216.72,10.5.71.60,196,122
2017-11-22 18:21:53,smtp,10.116.216.71,10.5.71.60,191,143
2017-11-22 18:23:15,smtp,10.116.216.71,10.5.71.60,137,151
2017-11-22 18:24:37,smtp,10.64.105.131,10.5.71.60,147,220
2017-11-22 18:25:33,smtp,10.116.216.72,10.5.71.60,199,354
2017-11-22 18:26:00,smtp,10.116.216.71,10.5.71.60,199,213
2017-11-22 18:27:06,smtp,10.116.216.71,10.5.71.60,160,361
2017-11-22 18:27:07,smtp,60.182.126.242,10.5.71.60,173,191
2017-11-22 18:28:04,smtp,10.116.216.71,10.5.71.60,105,113
2017-11-22 18:29:36,smtp,10.116.216.71,10.5.71.60,163,301
2017-11-22 18:30:40,smtp,10.116.216.71,10.5.71.60,196,122
2017-11-22 18:31:06,smtp,10.116.216.71,10.5.71.60,175,359
2017-11-22 18:32:23,smtp,10.116.216.71,10.5.71.60,143,170
2017-11-22 18:33:09,smtp,10.116.216.71,10.5.71.60,149,146
2017-11-22 18:33:14,smtp,10.116.216.73,10.5.71.60,171,182
2017-11-22 18:33:23,smtp,10.116.216.71,10.5.71.60,171,167
2017-11-22 18:33:44,smtp,10.64.106.7,10.5.71.60,157,193
2017-11-22 18:35:10,smtp,10.116.216.72,10.5.71.60,182,165
2017-11-22 18:35:11,smtp,10.116.216.71,10.5.71.60,133,374
2017-11-22 18:35:58,smtp,10.116.216.71,10.5.71.60,122,347
2017-11-22 18:37:17,smtp,10.116.216.71,10.5.71.60,117,156
2017-11-22 18:38:17,smtp,122.247.85.76,10.5.71.60,171,279
2017-11-22 18:39:04,smtp,10.116.216.72,10.5.71.60,117,258
2017-11-22 18:39:46,smtp,10.64.105.23,10.5.71.60,121,162
2017-11-22 18:40:51,smtp,10.116.216.72,10.5.71.60,135,302
2017-11-22 18:40:56,smtp,10.64.106.22,10.5.71.60,187,189
2017-11-22 18:41:52,smtp,10.116.216.71,10.5.71.60,189,206
2017-11-22 18:42:42,smtp,10.116.216.71,10.5.71.60,108,299
2017-11-22 18:43:08,smtp,10.116.216.72,10.5.71.60,100,319
2017-11-22 18:43:31,smtp,219.142.78.230,10.5.71.60,158,296
2017-11-22 18:44:04,smtp,10.116.216.71,10.5.71.60,117,351
2017-11-22 18:44:36,smtp,118.192.64.177,10.5.71.60,195,311
2017-11-22 18:45:12,smtp,10.116.216.71,10.5.71.60,109,226
2017-11-22 18:46:32,smtp,10.116.216.73,10.5.71.60,169,272
2017-11-22 18:46:35,smtp,10.116.216.71,10.5.71.60,192,288
2017-11-22 18:49:02,smtp,10.116.216.71,10.5.71.60,104,268
2017-11-22 18:49:46,smtp,10.116.216.71,10.5.71.60,115,368
2017-11-22 18:50:05,smtp,10.64.106.9,10.5.71.60,199,381
2017-11-22 18:50:50,smtp,10.116.216.73,10.5.71.60,189,170
2017-11-22 18:51:00,smtp,10.116.216.71,10.5.71.60,193,256
2017-11-22 18:51:14,smtp,10.116.216.71,10.5.71.60,143,206
2017-11-22 18:51:26,smtp,10.116.216.72,10.5.71.60,159,179
2017-11-22 18:51:26,smtp,10.116.216.71,10.5.71.60,106,179
2017-11-22 18:52:08,smtp,10.64.106.16,10.5.71.60,175,319
2017-11-22 18:52:08,smtp,10.116.216.71,10.5.71.60,108,269
2017-11-22 18:52:25,smtp,10.116.216.71,10.5.71.60,111,260
2017-11-22 18:53:18,smtp,10.116.216.71,10.5.71.60,138,179
2017-11-22 18:54:04,smtp,10.116.216.71,10.5.71.60,152,264
2017-11-22 18:54:43,smtp,10.116.216.71,10.5.71.60,152,325
2017-11-22 18:55:58,smtp,10.116.216.71,10.5.71.60,157,140
2017-11-22 18:57:04,smtp,10.116.216.73,10.5.71.60,187,176
2017-11-22 18:57:06,smtp,10.116.216.71,10.5.71.60,150,359
2017-11-22 18:58:33,smtp,10.116.216.71,10.5.71.60,153,398
2017-11-22 18:59:49,smtp,10.116.216.71,10.5.71.60,187,369
2017-11-22 19:00:14,smtp,36.25.30.157,10.5.71.60,161,281
2017-11-22 19:02:54,smtp,10.116.216.71,10.5.71.60,142,100
2017-11-22 19:03:30,smtp,10.116.216.71,10.5.71.60,155,104
2017-11-22 19:05:09,smtp,10.116.216.72,10.5.71.60,181,397
2017-11-22 19:05:25,smtp,10.116.216.71,10.5.71.60,165,282
2017-11-22 19:05:52,smtp,10.64.106.14,10.5.71.60,196,369
2017-11-22 19:06:19,smtp,10.116.216.71,10.5.71.60,158,174
2017-11-22 19:07:12,smtp,10.116.216.71,10.5.71.60,148,369
2017-11-22 19:07:42,smtp,10.64.105.182,10.5.71.60,158,247
2017-11-22 19:09:32,smtp,10.116.216.71,10.5.71.60,184,195
2017-11-22 19:10:03,smtp,10.64.105.106,10.5.71.60,155,219
2017-11-22 19:10:22,smtp,10.116.216.71,10.5.71.60,167,258
2017-11-22 19:11:01,smtp,10.116.216.71,10.5.71.60,112,182
2017-11-22 19:11:19,smtp,10.116.216.71,10.5.71.60,139,207
2017-11-22 19:11:32,smtp,10.116.216.71,10.5.71.60,100,250
2017-11-22 19:11:34,smtp,10.116.216.71,10.5.71.60,186,120
2017-11-22 19:11:48,smtp,10.64.105.19,10.5.71.60,188,360
2017-11-22 19:13:28,smtp,10.116.216.72,10.5.71.60,160,371
2017-11-22 19:14:11,smtp,180.116.214.140,10.5.71.60,114,157
2017-11-22 19:14:30,smtp,10.116.216.71,10.5.71.60,132,276
2017-11-22 19:14:30,smtp,10.116.216.71,10.5.71.60,103,280
2017-11-22 19:14:47,smtp,10.64.106.50,10.5.71.60,115,131
2017-11-22 19:16:27,smtp,10.116.216.71,10.5.71.60,166,249
2017-11-22 19:16:57,smtp,10.116.216.71,10.5.71.60,138,184
2017-11-22 19:17:33,smtp,10.116.216.71,10.5.71.60,197,200
2017-11-22 19:19:21,smtp,10.116.216.71,10.5.71.60,104,147
2017-11-22 19:20:58,smtp,10.116.216.72,10.5.71.60,174,165
2017-11-22 19:21:15,smtp,219.142.78.230,10.5.71.60,104,291
2017-11-22 19:22:49,smtp,14.17.32.47,10.5.71.60,195,256
2017-11-22 19:23:03,smtp,10.1.4.17,10.5.71.60,181,232
2017-11-22 19:23:54,smtp,10.116.216.71,10.5.71.60,133,344
2017-11-22 19:23:59,smtp,10.116.216.71,10.5.71.60,174,266
2017-11-22 19:24:11,smtp,10.116.216.72,10.5.71.60,172,316
2017-11-22 19:24:12,smtp,10.64.105.68,10.5.71.60,132,240
2017-11-22 19:24:24,smtp,10.116.216.71,10.5.71.60,134,168
2017-11-22 19:24:49,smtp,10.116.216.72,10.5.71.60,129,351
2017-11-22 19:26:08,smtp,10.116.216.71,10.5.71.60,111,150
2017-11-22 19:26:19,smtp,10.116.216.71,10.5.71.60,172,324
2017-11-22 19:28:05,smtp,10.116.216.71,10.5.71.60,135,203
2017-11-22 19:29:02,smtp,10.64.106.22,10.5.71.60,159,279
2017-11-22 19:31:20,smtp,10.64.106.40,10.5.71.60,160,218
2017-11-22 19:35:48,smtp,125.112.225.185,10.5.71.60,108,106
2017-11-22 19:35:54,smtp,10.116.216.72,10.5.71.60,174,243
2017-11-22 19:36:49,smtp,10.116.216.73,10.5.71.60,116,102
2017-11-22 19:37:36,smtp,10.116.216.71,10.5.71.60,103,236
2017-11-22 19:38:57,smtp,10.116.216.72,10.5.71.60,150,183
2017-11-22 19:39:29,smtp,10.116.216.71,10.5.71.60,160,320
2017-11-22 19:40:26,smtp,10.116.216.72,10.5.71.60,151,373
2017-11-22 19:40:40,smtp,10.116.216.72,10.5.71.60,136,343
2017-11-22 19:41:01,smtp,10.116.216.71,10.5.71.60,102,327
2017-11-22 19:44:01,smtp,10.64.105.117,10.5.71.60,189,148
2017-11-22 19:45:39,smtp,10.116.216.71,10.5.71.60,181,249
2017-11-22 19:45:54,smtp,10.116.216.71,10.5.71.60,192,195
2017-11-22 19:47:02,smtp,10.116.216.71,10.5.71.60,129,331
2017-11-22 19:47:51,smtp,36.25.30.157,10.5.71.60,164,258
2017-11-22 19:49:41,smtp,10.64.106.38,10.5.71.60,104,305
2017-11-22 19:50:27,smtp,10.116.216.72,10.5.71.60,197,112
2017-11-22 19:53:29,smtp,10.116.216.73,10.5.71.60,180,296
2017-11-22 19:59:03,smtp,10.116.216.71,10.5.71.60,156,149
2017-11-22 20:01:43,smtp,10.116.216.71,10.5.71.60,110,167
2017-11-22 20:04:40,smtp,10.116.216.71,10.5.71.60,147,109
2017-11-22 20:04:42,smtp,10.116.216.71,10.5.71.60,174,283
2017-11-22 20:04:43,smtp,10.116.216.71,10.5.71.60,175,175
2017-11-22 20:08:53,smtp,10.64.105.236,10.5.71.60,179,123
2017-11-22 20:12:33,smtp,10.116.216.71,10.5.71.60,149,389
2017-11-22 20:13:01,smtp,10.116.216.72,10.5.71.60,116,259
2017-11-22 20:14:55,smtp,10.116.216.71,10.5.71.60,167,254
2017-11-22 20:27:53,smtp,10.116.216.72,10.5.71.60,152,122
2017-11-22 20:28:18,smtp,10.64.105.204,10.5.71.60,161,371
2017-11-22 20:30:28,smtp,10.64.106.41,10.5.71.60,123,220
2017-11-22 20:31:21,smtp,10.116.216.72,10.5.71.60,165,166
2017-11-22 20:32:06,smtp,10.64.105.228,10.5.71.60,193,357
2017-11-22 20:33:30,smtp,10.64.105.77,10.5.71.60,136,182
2017-11-22 20:38:07,smtp,10.116.216.71,10.5.71.60,131,246
2017-11-22 20:43:42,smtp,10.116.216.72,10.5.71.60,120,369
2017-11-22 20:47:00,smtp,163.177.72.176,10.5.71.60,199,193
2017-11-22 20:54:36,smtp,10.116.216.73,10.5.71.60,145,388
2017-11-22 20:54:43,smtp,219.142.78.230,10.5.71.60,199,233
2017-11-22 20:56:25,smtp,115.213.99.80,10.5.71.60,187,304
2017-11-22 21:05:33,smtp,10.116.216.73,10.5.71.60,100,267
2017-11-22 21:05:46,smtp,125.117.51.204,10.5.71.60,192,332
2017-11-22 21:07:48,smtp,218.0.69.130,10.5.71.60,162,324
2017-11-22 21:16:58,smtp,10.116.216.71,10.5.71.60,154,313
2017-11-22 21:17:27,smtp,10.64.105.241,10.5.71.60,172,154
2017-11-22 21:23:29,smtp,10.116.216.71,10.5.71.60,168,165
2017-11-22 21:23:45,smtp,10.116.216.71,10.5.71.60,175,211
2017-11-22 21:38:46,smtp,10.116.216.71,10.5.71.60,163,303
2017-11-22 21:55:25,smtp,10.116.216.72,10.5.71.60,199,289
2017-11-22 22:04:33,smtp,10.64.105.63,10.5.71.60,134,125
2017-11-22 22:26:53,smtp,10.116.216.71,10.5.71.60,157,127
2017-11-23 03:00:00,smtp,10.1.4.17,10.5.71.60,130,119
2017-11-23 03:00:00,smtp,10.1.4.17,10.5.71.60,149,160
2017-11-23 03:00:00,smtp,10.1.4.17,10.5.71.60,154,279
2017-11-23 03:00:00,smtp,10.1.4.17,10.5.71.60,139,102
2017-11-23 03:00:00,smtp,10.1.4.17,10.5.71.60,167,319
2017-11-23 03:00:00,smtp,10.1.4.17,10.5.71.60,138,307
2017-11-23 03:00:00,smtp,10.1.4.17,10.5.71.60,157,256
2017-11-23 03:00:00,smtp,10.1.4.17,10.5.71.60,160,275
2017-11-23 03:00:00,smtp,10.1.4.17,10.5.71.60,160,187
2017-11-23 04:00:00,smtp,10.1.4.17,10.5.71.60,179,214
2017-11-23 04:00:00,smtp,10.1.4.17,10.5.71.60,189,161
2017-11-23 04:00:00,smtp,10.1.4.17,10.5.71.60,134,345
2017-11-23 04:00:00,smtp,10.1.4.17,10.5.71.60,149,193
2017-11-23 04:00:00,smtp,10.1.4.17,10.5.71.60,162,138
2017-11-23 04:00:00,smtp,10.1.4.17,10.5.71.60,187,147
2017-11-23 04:00:00,smtp,10.1.4.17,10.5.71.60,100,221
2017-11-23 04:00:00,smtp,10.1.4.17,10.5.71.60,110,398
2017-11-23 04:00:00,smtp,10.1.4.17,10.5.71.60,112,270
2017-11-23 04:00:00,smtp,10.1.4.17,10.5.71.60,167,398
2017-11-23 09:21:03,smtp,10.116.216.71,10.5.71.60,157,395
2017-11-23 09:21:23,smtp,10.116.216.71,10.5.71.60,194,204
2017-11-23 09:21:23,smtp,14.17.32.47,10.5.71.60,163,153
2017-11-23 09:22:25,smtp,122.247.85.76,10.5.71.60,115,161
2017-11-23 09:23:25,smtp,10.116.216.71,10.5.71.60,194,226
2017-11-23 09:24:30,smtp,10.64.105.81,10.5.71.60,146,134
2017-11-23 09:25:00,smtp,10.116.216.71,10.5.71.60,158,205
2017-11-23 09:25:23,smtp,10.116.216.71,10.5.71.60,121,172
2017-11-23 09:25:28,smtp,10.116.216.72,10.5.71.60,139,195
2017-11-23 09:25:59,smtp,10.116.216.71,10.5.71.60,119,377
2017-11-23 09:26:02,smtp,10.116.216.72,10.5.71.60,120,370
2017-11-23 09:27:17,smtp,10.64.106.12,10.5.71.60,145,175
2017-11-23 09:27:23,smtp,10.116.216.71,10.5.71.60,188,120
2017-11-23 09:30:00,smtp,10.1.4.17,10.5.71.60,157,292
2017-11-23 09:30:01,smtp,10.116.216.71,10.5.71.60,130,266
2017-11-23 09:30:43,smtp,10.116.216.72,10.5.71.60,153,233
2017-11-23 09:32:35,smtp,10.64.105.89,10.5.71.60,178,123
2017-11-23 09:32:52,smtp,10.116.216.71,10.5.71.60,152,288
2017-11-23 09:32:59,smtp,10.116.216.72,10.5.71.60,111,299
2017-11-23 09:34:14,smtp,10.116.216.71,10.5.71.60,136,204
2017-11-23 09:34:24,smtp,10.116.216.71,10.5.71.60,148,180
2017-11-23 09:34:40,smtp,10.116.216.71,10.5.71.60,173,329
2017-11-23 09:34:52,smtp,114.105.221.243,10.5.71.60,121,256
